날짜시간,항공사,가격
2025-03-05 00:00:00-12:35,대한항공,"200,000"
2025-03-06 00:00:00-14:05,그레이터베이항공,"116,000"
2025-03-06 00:00:00-17:15,제주항공,"178,400"
2025-03-06 00:00:00-09:50,홍콩익스프레스항공,"196,200"
2025-03-06 00:00:00-12:55,홍콩익스프레스항공,"196,200"
2025-03-06 00:00:00-12:35,대한항공,"200,000"
2025-03-07 00:00:00-14:05,그레이터베이항공,"116,000"
2025-03-07 00:00:00-17:15,홍콩익스프레스항공,"196,200"
2025-03-07 00:00:00-12:35,홍콩익스프레스항공,"196,200"
2025-03-07 00:00:00-15:35,홍콩익스프레스항공,"196,200"
2025-03-07 00:00:00-21:55,대한항공,"200,000"
2025-03-08 00:00:00-14:05,그레이터베이항공,"116,000"
2025-03-08 00:00:00-17:15,홍콩익스프레스항공,"196,200"
2025-03-08 00:00:00-12:35,홍콩익스프레스항공,"199,700"
2025-03-08 00:00:00-15:35,대한항공,"200,000"
2025-03-08 00:00:00-21:55,대한항공,"200,000"
2025-03-09 00:00:00-14:05,그레이터베이항공,"116,000"
